為	làm việc,vị,vy,vi
駘	đãi,thai,đài
洼	oa,khuê
婪	lam
気	khí
衤	y
璦	ái
勦	tiễu
祢	nễ,nỉ
偢	thu,tiễu,thiễu
珐	pháp
浡	bột
嫡	đích
睜	tranh,tĩnh
霙	anh
簌	thốc,tốc
初	sơ
畟	tắc
橿	cương
碒	ngâm
隩	úc,áo
芲	hoa
筅	tiển
毧	nhung
岌	ngập
店	điếm
嬝	niễu,niệu
垆	lư,lô
撊	giản
蝶	điệp
驖	thiết
螃	bàng
堿	dảm,kiềm,thiêm,kiểm
橐	thác
篡	thoán,soán
擊	kích
檛	qua,choa
彾	linh
齔	sấn
铯	sắc
铌	ni
挂	quải
箪	đan,đạm
團	đoàn
紗	sa
氵	thủy
龅	bao
旻	mân
矐	hoắc
阐	xiển
檄	hịch
矟	sác,sóc,sáo
揄	du
麵	miến
飕	sâu,sưu
页	hiệt
塏	khải
譊	nao
罺	trào
佂	chinh
鼎	đỉnh
甀	trụy
鎝	táp
鷾	ý
徐	từ
片	phiến
弗	phất
袋	đại
匍	bồ
倕	thùy
灥	tầm,tuyền
躑	trịch
箍	cô
懜	mộng
鬇	tranh
线	tuyến
颦	tần
慠	ngạo
雙	song
聅	xỉ,đàn
訰	chuẩn
脉	mạch
鬝	gian
罃	oanh
夜	dạ,dịch
宪	hiến
牮	tiến
畫	hoạch,họa
趖	toa
螳	đường
缢	ải
暬	tiết
嫻	nhàn
孻	nai
俪	lệ
紮	trát
鹃	quyên
缌	ty,ti
蒦	hoạch
忄	tâm
碑	bi
餦	trương
盆	bồn
鷉	đề
驹	câu
溠	trá,tra
醰	đàm
瞒	môn,man
凯	khải
誅	tru
袛	đê
锑	đễ
倌	quan
螴	trần
轝	dư
覩	đổ
烕	diệt
葵	qùy
踊	dũng
惴	chúy
莔	hồi,manh
圪	khất
嗜	thị
尤	vưu
慭	ngận
蠛	miệt
罕	hãn
鯢	nghê
醹	nhu
黝	ửu
旋	toàn,tuyền
疾	tật
燖	tầm
濶	khoát
鲌	bạc
怷	truật
倀	trành
牍	độc
餄	hợp
鳅	thu
扞	cản,cán,hãn
嫌	hiềm
狡	giảo
幪	mông
音	âm,ấm
紑	phù,phủ
秭	tỷ,tỉ
螻	lâu
臀	đồn
讴	âu
揎	tuyên
蚅	ách
鹾	ta
喣	hú
蝭	đề
菠	ba
馵	chú
唿	hốt
鸘	sương
鹴	sương
灠	lạm,lãm
朒	nục
彉	khoắc
低	đê
鬥	đấu
刮	quát
銥	y
鐋	thảng
丕	phi
赟	uân
聳	tủng
嶾	ẩn,nhạc
聧	khuê
嫣	yên
徭	dao
蛝	hàn
喇	lạt
抗	kháng
嘤	anh
麙	hàm
镧	lan
牜	ngưu
斥	xích
骭	cán
絡	lạc
鉤	câu
捕	bổ,bộ
訪	phỏng,phóng
愇	vĩ
麅	bào
辌	lương
諱	húy
顥	hạo,hiệu
鳸	hỗ
瀄	trất
栄	vinh
巫	vu
糾	kiểu,củ
梳	sơ
弣	phủ
麹	khúc
靖	tịnh,tĩnh
噚	tầm
蛄	cô
睑	kiểm
灌	hoán,quán
蕠	như
漵	tự
婚	hôn
赀	ty,ti
稖	bang
狎	hiệp
鈹	phi
遭	tao
蟘	đặc
戥	đẳng
黩	độc
鑊	hoạch
缺	khuyết
噞	nghiệm
鶂	nghịch
嗀	hác
燃	nhiên
謐	mật,mịch
餸	tống
筰	tạc
捔	giác,trác
蚈	khiên
跄	thương
撳	khấm
滢	huỳnh
湱	hoạch
蘭	lan
鍑	phúc
剮	qủa
蛞	quát,khoát
殤	thương
蝯	viên
嬬	nhu
鲮	lăng
姜	khương
磐	bàn
杌	ngột
叫	khiếu
康	khương,khang
軸	trục
萧	tiêu
臝	lõa,lỏa
縏	bàn
癩	lại
戁	nản,nãn,nạn
鉎	sinh
澠	mẫn,miễn,mãnh,thằng
幑	huy
辆	lạng,lượng
伻	bình
敁	điêm
嫋	niễu,niệu
嘏	hỗ
附	phụ
瘌	lạt
绀	cám
葊	am
签	thiêm
祸	họa
舒	thư
圊	thanh
爾	nhĩ,nễ
鐳	lôi
璋	chương
认	nhận
躣	cù
犵	khất,ngật
痟	tiêu
鬏	thu
愐	miễn
臎	thúy
焂	thúc
锦	cẩm
螮	đế
豵	tông
叱	sất
飍	hu
軛	ách
殼	xác
莒	cử
沓	đạp
区	khu,âu
裉	khẳng
怎	trẩm,chẩm
蓷	suy,thôi
𦒝	hảm
鹁	bột
飶	tất
況	huống
話	thoại
桷	giác
謬	mậu
茷	phệ,bái
竊	thiết
帨	thuế
譶	đạp
撵	niện
蘂	nhụy,nhị
虆	luy
郎	lang
漭	mãng
韃	thát
壙	khoáng
腓	phì
烯	hy
戯	hí,hý
谟	mô
疃	thoản
皑	ngai
钊	chiêu
轭	ách
拙	chuyết
鈷	cổ
溳	vân
轉	chuyển,chuyến
詢	tuân
駞	đà
甪	lộc,lộ
鬰	uất
龌	ác
秦	tần
饷	hướng
璱	sắt
畈	phiến,phán
贒	hiền
莚	diên
録	lục
鄄	quyến,quyên
帬	quần
貗	lâu
掤	băng
熖	diễm
侳	tóa
毄	kích
猙	tranh
稭	giai,kiết
苽	cô
馎	bác
䉍	giản,manh
斲	trác
寥	liêu
觚	cô
荃	thuyên
掦	thích
憖	ngận
垤	điệt
傚	hiệu
铰	giảo
苁	thung
習	tập
玥	nguyệt
攉	hoắc
淯	dục
眳	danh
乏	phạp
面	miến,diện
躄	tích
芦	lư,lô
滤	lự
鳩	cưu
瘝	quan
厰	xưởng
辏	thấu
骫	ủy
柛	thân
閜	há
毡	chiên
槳	tưởng,tương
竅	khiếu
蚨	phù
窱	điệu
耚	phi
糰	đoàn
矕	mãn
銗	hạng
躩	khước,quặc
衙	ngữ,nha
嚆	hao
籊	địch,ti4
秔	canh
岖	khu
競	cạnh
偉	vĩ
杲	cảo
鄴	nghiệp
态	thái
駊	phả
勹	bao
籪	đoán
瓢	biều
鬩	huých
孛	bột
袞	cổn
鉵	đông
翻	phiên
猳	gia
鯪	lăng
覤	khích
喭	ngạn
组	tổ
缑	câu
蘦	linh
厀	tất
料	liêu,liệu
囵	luân
繫	hệ
佷	ngận,hận
艚	tào
盱	hu
沜	phán
醉	túy
鬲	lịch,cách
檼	ẩn
蒻	nhược
簼	câu
踑	ky
賖	tha
苖	địch,miêu
掫	chu,tâu,tưu
汛	tấn
薷	nhu
檇	tuy
癸	qúy
缽	bát
惯	quán
詷	đồng
砮	nỗ
抈	nguyệt
脭	trình
蒸	chưng
寍	ninh
磤	ân
茢	liệt
嵾	sâm
鏤	lũ
艣	lỗ
鞏	củng
餑	bột
撥	phạt,bát
幔	mạn
慅	tao,tháo
沅	nguyên
慵	dong,thung,dung
屳	hiên
搽	trà
縟	nhục
滱	khấu
闘	đấu
骺	hầu
蠅	dăng
螙	đố
鯆	phô
豝	ba
轅	viên
觎	du
浅	thiển,tiên
墙	tường
铪	cáp
燜	muộn
修	tu
恆	cắng,hằng,căng
屮	triệt
芎	khung
锚	miêu
朿	thứ
憔	tiều
堊	ác
鸱	si
骯	khảng
攞	lõa,la
跅	thác
涹	oa,ủy
嶢	nghiêu
恇	khuông
飞	phi
鄤	mạn
釁	hấn
鰾	phiêu
卜	bặc,bốc
祻	cố
忣	cấp
飃	phiêu
捗	duệ
綫	tuyến
蠻	man
袧	khu
逝	thệ
墓	mộ
棯	nhẫm
邓	đặng
癎	giản
坳	ao
脆	thúy
鮷	đệ
辋	võng
渔	ngư
籋	nhiếp
涘	sĩ
靈	linh
幐	đằng
齲	khủ,củ
谤	báng
枯	khô
慥	tháo
骚	tao
囶	quốc
誃	xỉ
茌	trì
藁	cảo
笸	phả
擻	tẩu
锛	bôn
仑	luân,lôn
铽	thắc
塌	tháp
匠	tượng
爨	thoán
詥	cáp
蛲	nhiêu
螊	hiềm
槸	nghệ
跏	già,gia
狀	trạng
縈	oanh
馐	tu
牐	sáp
贜	tang
瑮	lật
鶓	miêu
晜	côn
嗥	hào
榥	hoảng
抚	mô,phủ
乩	kê
坣	đường
憛	đàm
赃	tang
愓	đãng
暑	thử
脊	tích
叅	xam,tham
軯	phanh
邉	biên
猿	viên
嘱	chúc
贗	nhạn
絹	quyên
豤	khẩn
戫	vực,úc
檻	hạm
盍	hạp
祠	từ
畡	cai
祳	chấn
紿	đãi
鋧	hiện
灅	lũy
搡	táng
縶	trập
疌	tiệp
腤	am
帤	như
肂	tứ
簎	trách
晁	triều,trào
隂	âm
島	đảo
葼	tông
啵	ba
遡	tố
漩	tuyền
憍	kiêu
屆	giới
袟	trật,dật
遽	cự
氥	tây
戽	hố,hỗ
釵	sai,thoa
䁖	lâu
焚	phẫn,phần
卣	dữu
揱	sóc
浻	quýnh
邽	khuê
福	phúc
諠	huyên
闋	khuyết
弈	dịch
呐	niệt,nột
籑	soạn
升	thăng
玳	đại
羣	quần
膰	phần,phiền
艎	hoàng
摀	ô
箎	trì
苞	bao
茯	phục
貨	hóa
襈	soạn
箝	kiềm
琼	quỳnh
頉	di
鄩	tầm
闕	quyết,khuyết
弮	khuyên
擫	áp
讓	nhượng
駷	tẩu
凟	độc
瘗	ế
侫	nịnh
麮	khứ
聲	thanh
噵	đạo
匋	đào
祪	qủy
欙	luy
犭	khuyển
刈	ngải
趦	tư
溲	sưu,sửu
將	tướng,thương,tương
窍	khiếu
峳	du
藻	tảo
皡	hạo
巓	điên
鮕	cố
倱	hỗn
磪	thôi
驞	phân
坄	dịch
糸	mịch
腋	dịch
皭	tước
宴	yến
蛣	kiết
勻	quân
抛	phao
鍔	ngạc
唈	ấp
澺	ức
倜	thích
鹔	túc
坺	bạt
辇	liễn
涂	đồ
稳	ổn
樻	qũy
筘	khấu
稼	giá
冯	phùng,bằng
縠	hộc
氱	dưỡng
鼜	thích
殖	sự,thực
蝱	manh
犤	bi
楮	chử
齏	tê
跈	tiễn
昪	biện
蹝	sỉ
襺	kiển
濲	cốc
简	giản
鑠	thước
墣	phác
旗	kỳ,kì
硐	động
匸	hệ,hễ
獿	nao
鼽	cừu
蠱	cổ
啢	lạng,lượng
绂	phất
疫	dịch
寿	thọ
摜	quán
萴	trắc
霪	dâm
赎	thục
钼	mục
聊	liêu
湟	hoàng
蓿	túc
奞	tuy
浽	tuy
聮	liên
锼	sưu
鳽	khiên
蚇	xích
赠	tặng
怲	bính
諙	thoại
踮	điểm
穫	hoạch
悋	lận
啭	chuyển
铐	khảo
赮	hà
瓩	thiên ngõa
笭	linh
頤	di
煑	chử
蘝	liêm,liễm
輣	bành
襦	nhu
截	tiệt
濋	sở
慞	chương
醮	tiếu
驫	bưu
埠	phụ
奥	úc,áo
攙	sam
襳	sâm,tiêm
卐	vạn
译	dịch
閷	sát
趮	táo
弋	dặc
昒	hốt
棸	trâu
諝	tư
轚	kích
栰	phạt
肐	cách
姪	điệt
襾	á
梪	đậu
綎	đinh
緵	tông
笕	kiển
珌	tất
铏	hình
熳	mạn
戍	thú
憪	hàn
䃅	đê
嘼	súc
矹	ngột
璿	tuyền
槛	hạm
牋	tiên
櫻	anh
黆	quang
蹳	bát
稾	cảo
媢	mạo
縮	súc
汳	biện
斫	chước
滼	phạm
醥	phiếu
藦	ma
豃	hãm
楱	thấu
儛	vũ
伍	ngũ
慂	dũng
娟	quyên
寛	khoan
汪	uông
烚	hiệp
攇	hiến
嬰	anh
訟	tụng
囑	chúc
獢	kiêu
钖	dương
屃	hý
睹	đổ
暮	mộ
泮	phán
儸	la
庥	hưu
琶	bà
牆	tường
麔	cữu
阘	tháp
腥	tinh
釓	ca
觕	thô
禚	chước
劢	mại
執	chấp
賔	tân
礓	cương
聹	ninh
喌	châu
墶	đáp
妘	vân
弨	siêu
僭	tiếm
捌	bát
悷	lệ
娢	hàm
洰	cự
泝	tố
挎	khóa,khô
涾	đạp
罛	cô
龚	cung
呈	trình
齱	châu
禴	dược
舶	bạch,bạc
章	chương
齻	điên
槚	giả
娠	thần
顪	hối
殠	hú
姧	gian
籝	doanh
沟	câu
贤	hiền
哴	lang
罝	ta,tư
颋	đĩnh
篲	tuệ
耮	lạo
叢	tùng
児	nhi
藳	cảo
啪	ba
慛	thôi
谰	lan
芈	mị,nhị
鷸	duật,thuật
氨	an
遄	thuyên
烷	hoàn
榱	suy
柯	kha
餧	nỗi,ủy
譁	hoa
謻	di
豲	nguyên
叮	đinh
熀	hoảng
堎	lăng
懣	muộn
楽	lạc
閹	yêm
岗	cương
趄	thư,thiết
廗	đái
浚	tuấn
苗	miêu
鬤	nhương
懼	cụ
輩	bối
惵	điệp
泬	quyết
笠	lạp
袲	di
臗	khoan
傃	tộ
榭	tạ
疴	kha,a
翾	huyên
眵	si
阜	phụ
铥	đâu
饶	nhiêu
嶝	đặng
震	chấn,thần
甖	anh
饙	phân
噐	khí
蔦	điểu
米	mễ
邗	hàn
环	hoàn
杰	kiệt
姎	ương
泽	trạch
究	cứu
郹	kích
葋	cù
息	tức
豘	đồn
麤	thô
暄	huyên
範	phạm
鱷	ngạc
劦	hiệp
豑	trật
枞	tung
澮	quái
厺	khứ
诗	thi
罚	phạt
笲	phiền
煸	biên
瘁	tụy
栻	thức
廁	trắc,xí
坒	bệ
詉	nao
舞	vũ
喾	khốc
礻	thị
鲼	phẫn
鬌	đọa,đỏa
闭	bế
嬷	mụ,ma
蚣	công
鳘	mẫn
眄	miện
眐	chính
轼	thức
嘠	dát
凙	đạc
喓	yêu
噷	hâm
裔	duệ
匿	nặc
商	thương
庭	đình,thính
敔	ngữ
鈑	bản
吢	khấm
焓	hàm
甽	quyến
鍥	khiết
旨	chỉ
鐇	phiên
零	linh
倳	trị
沄	vân
赝	nhạn
贶	huống
雟	tủy,huê
鸵	đà
髬	phi
铳	súng
籹	nhữ
韰	giới
彩	thể,thái,thải
飥	thác
襋	cức
朅	khiết
仕	sĩ
銮	loan
翹	kiều
鈒	táp
涓	quyên
鰕	hà
颒	hối
憒	hội
獅	sư
峫	da
禅	thiền,thiện
唢	tỏa
垜	đóa
趔	liệt
竮	phinh
諉	dụy,ủy
璊	môn
訇	hoanh
湎	miện
烊	dương
肈	triệu
链	liên
宀	miên
珵	trình,thỉnh
僷	diệp
朄	dẫn
剸	chuyên,chuyển
饔	ung
肢	chi
傹	cương
琀	hàm
嘩	hoa
輇	thuyên
拹	hiếp
阒	khuých
雱	bàng
蛻	thuế
縝	chẩn
爌	hoảng
蹯	phiền
罔	võng
絝	khố
样	dạng
鷮	kiều
绻	quyển
灳	linh
髈	bảng
膑	tẫn,bận
澡	táo,tháo
盔	khôi
谭	đàm
奅	pháo
匪	phỉ
轸	chẩn
謄	đằng
銖	thù
鈽	bố
琗	tối
迾	lệ
包	bao
曬	sái
撙	tỗn,tổn
藿	hoắc
絆	bán,bạn
舣	nghĩ
棁	chuyết
匭	qũy
啍	ngôn,truân,thôn
樯	tường
伈	tẩm
齶	ngạc
袎	áo
潾	lân
获	hoạch,địch
廄	cứu
翩	phiên
亯	hanh
笔	bút
櫖	lự
辺	biên
詵	sân
鉟	phi
盏	trản
澞	ngu
鷣	dâm
竛	linh
增	tăng
瞜	lâu
鄆	vận
裂	liệt
鋤	sừ
酳	dận
暫	tạm
坤	khôn
訆	khiếu
獸	thú
捫	môn
瘦	sấu
铂	bạch,bạc
磥	lỗi
鮠	ngôi,nguy
詗	huýnh,quýnh
藜	lê
禄	lộc
诏	chiếu
筲	sao
庚	canh
曈	đồng
佌	thử
拽	duệ
鑕	chất
痉	kinh
逸	dật
懴	sám
鷈	đề
龁	hột
谓	vị
妫	quy
醴	lễ
欖	lãm
狟	hoàn
襲	tập
鷊	nghịch
騐	nghiệm
袺	kết
蜜	mật
踞	cứ
覿	địch
狹	hiệp
氧	dưỡng
脗	vẫn
吲	sẩn
冈	cương
岹	thiều
鐀	qũy
谴	khiển
珡	cầm
卑	ty,ti
颇	pha,phả
刹	sát
诲	hối
軘	đồn
搲	oa
鉴	giám
䍽	lịch
蠣	lệ
锵	thương
瀴	anh
筼	vân
蜲	uy
觼	quyết
磈	ủy
楡	du
憜	đọa
酷	khốc
鱻	tiên
饈	tu
饸	hợp
宦	hoạn
阳	dương
蚞	mộc
昬	hôn
鼓	cổ
油	du
嗝	cách
恠	quái
虻	manh
鈈	bất
怢	đột
潨	tùng
羚	linh
縑	kiêm
胛	giáp
秩	trật,dật
贳	thế
勔	mẫn,miễn
閉	bế
疄	lân
倸	thải
滝	long
废	phế
枬	nam
浞	trác
鬺	thương
漠	mạc
錫	tích
塩	diêm
呓	nghệ
洱	nhĩ,nhị
糲	lệ
誥	cáo
艭	sang
狷	quyến
迿	tuân
囂	hiêu
峩	nga
酸	toan
箬	nhược
穄	tế
栯	hữu
洛	lạc
蜧	luân
臤	khiên
紝	nhâm
坎	khảm
塄	lăng
飌	phong
颐	di
崞	quách
刭	hĩnh
采	thái,thải
籌	trù
弢	thao
铱	y
呋	phu
耦	ngẫu
凰	hoàng
颥	nhu
譇	xa
驯	tuần
廴	dẫn
趽	bành
扤	ngột
剌	lạt
坑	khanh
瞶	qúy
浰	lợi
圩	vu
陔	cai
巉	sàm
惼	biển
袦	quật
鶬	thương
襎	phiên
逰	du
諺	ngạn
租	tô
棜	ứ
騬	tăng
羕	dạng
词	từ
慺	lâu
亊	sự
阋	huých
揞	yêm
霃	trầm
霒	âm
躉	độn
第	đệ
崷	tù
痢	lị
穎	dĩnh
昷	ôn
跗	phu,phụ
隘	ách,ải
巢	sào
摴	sư,xư
芥	giới
嬋	thiền,thuyền
鞚	khống
缩	súc
蹣	man,bàn
庨	hao
钲	chinh
蹿	thoan
哇	oa
墩	đôn
顳	nhiếp
隉	niết
鏖	ao
娯	ngu
輝	huy
皦	kiểu
駉	quynh
俁	ngu,vũ
廥	quái
鱒	tôn,tỗn
躞	tiệp
杈	sá,xoa
舄	tích
湽	truy
轮	luân
聓	tế
昲	phí
挴	mỗi
憦	lạo
蝐	mội
胐	đốt
鋅	tử,tân
皾	độc
藣	bi
軖	khuông
滽	dung
腄	chủy
氹	đãng
轡	bí
鉜	phù
鋵	ngốc
矆	hoạch
靮	đích
碜	sầm
蟺	thiện
鵡	vũ
专	chuyên
焰	diễm
榈	lư
菤	quyển
歠	xuyết
岧	thiều
蜾	qủa
峚	mật
鏩	tiệm
炼	luyện
耝	thư
囏	gian
郘	lữ
记	ký,kí
焜	hỗn,côn
互	hỗ
達	đạt
鲟	tầm
笫	chỉ
彎	loan
樛	cù
薘	đạt
矰	tăng
毃	khác
飐	triển
蒟	củ
𤟹	ngụ
賒	xa
獚	hoàng
薿	nghĩ
脫	thoát,đoái
芬	phân,phần
仡	ngật
畆	mẫu
畋	điền
謳	âu
姘	phanh
萄	đào
髾	sao
恹	yêm
墻	tường
瘀	ứ
绯	phi
簂	quắc
递	đái,đệ
萤	huỳnh
罎	đàm
鬘	man
壞	hoại,hoài
檜	cối
勣	tích
峻	tuấn
搐	súc
躰	thể
眀	minh
諵	nam
孕	dựng
痨	lao
愗	mậu
橄	cảm
宬	thành
郲	lai
艙	thương
銎	khung
溆	tự
鑄	chú
籦	chung
醼	yến
粲	sán,xán
樞	xu
叆	ái
瑽	xung
恬	điềm
醩	tao
鄝	liễu
冋	quynh
粤	việt
悟	ngộ
級	cấp
卋	thế
垗	triệu
窜	thoán,soán
躃	tích
讎	thù
窺	khuy
樿	thiện
癅	lựu,lưu
蒙	bàng,mông
襓	nhiêu
蓋	cái,hạp
郧	vân
婬	dâm
偺	cha,tảm
攓	kiển
憾	đảm,hám
乌	ô
盟	minh
灏	hạo
廷	đình
寺	tự
莺	oanh
擾	nhiễu
蹠	chích
製	chế
壕	hào
学	học
牉	phán
槀	cảo
衺	tà
樆	ly
噬	phệ
絨	nhung
虬	cầu
崑	côn
鎿	nã
锽	hoàng
珩	hành
湦	sinh
扵	ư
揘	niết,hoành
臞	cù
獥	kích
滆	hách
鲎	hấu
甶	phất
鼕	đông
駪	sân
嫷	đọa
光	quang
炱	đài
鐸	đạc
筵	diên
珠	châu
瀏	lựu,lưu
掛	quải
歅	nhân
衽	nhẫm
蕚	ngạc
晷	qũy
餗	tốc
剱	kiếm
癬	tiển
毁	hủy
阡	thiên
庌	nhã
垽	ngấn
軃	đả
吪	ngoa
蚿	huyền
冖	mịch
雛	sồ
俷	phị
詨	giáo
囧	quýnh
軱	cô
据	cư,cứ
溻	thạp
岁	tuế
苘	quýnh,khoảnh
鉬	mục
寝	tẩm
侚	tuẫn
怆	sảng
槓	cống
崍	lai
練	luyện
训	huấn
蠘	tiệt
谀	du
樀	đích
楶	tiết
胹	nhi
踂	nhiếp
謣	vu
撡	thao
睃	tuấn
巅	điên
黀	tưu
鹭	lộ
汧	khiên
鳜	quyết
㧜	liệp
脿	biểu
甝	hàm
尙	thượng
嗼	mạc
壴	trú
旼	mân
螯	ngao
荒	hoang
嬎	phó
徧	biến
駐	trú
櫔	lệ
鶃	nghịch
騜	hoàng
薆	ái
嘓	quắc
犆	đặc
溵	ân
磞	phanh
埂	canh
鉗	kiềm
随	tùy
氦	hợi
氀	lâu
蕤	nhuy
畿	kỳ,kì
豬	trư
螬	tào
隤	đồi
搆	cấu,câu
褧	quýnh
瞝	si
𪠳	xa
鬦	đấu
球	cầu
酧	thù
赒	chu
匱	qũy
贋	nhạn
驲	nhật
拈	niêm
艦	hạm
愧	qúy
嶸	vanh
瓖	tương
諈	chủy
秉	bỉnh
袯	bát
釜	phủ
嗉	tố
詇	ưởng,ánh
橅	mô
梏	cốc
輘	lăng
榄	lãm
箩	la
錴	lục
门	môn
蚋	nhuế
焤	hủ
幠	hu
筢	ba
略	lược
镍	niết
躔	triền
窦	đậu
缷	tá
笘	thiêm
鴥	duật
滞	trệ
匵	độc
偎	ôi
惌	uyên
褦	nại,lặc
羽	vũ
旉	phu
旡	ký,vô,kí
隈	ôi
噡	chiêm
篝	câu
跎	đà
𣠺	tiếp
妈	mụ,ma
铹	lao
遅	trì
完	hoàn
乂	nghệ
谶	sấm
酓	đàm
駍	phanh
嫭	hộ
軾	thức
稻	đạo
笆	ba
飭	sức
笞	si
綘	phùng
圝	loan
库	khố
栲	khảo
瞧	tiều
埧	cụ
幇	bang
釣	điếu
穛	tróc
袘	dị
窾	khoản
肝	can
粦	lân
螫	thích
缱	khiển
猨	viên
胨	đống
搦	nhược,nạch
瘿	anh
压	áp
潖	bà
黽	mẫn,mãnh,miễn
瀡	tủy
堯	nghiêu
壖	nhuyên
疯	phong
靫	xoa
鶤	côn
鸸	nhi
啖	đạm
卉	hủy
瀍	triền
昨	tạc
僦	tựu
澎	bành
逕	kính
嬢	nương
窓	song
得	đắc
綑	khổn
船	thuyền
觺	nghi
佽	thứ
秤	xứng
辄	triếp
鏗	khanh
驀	mạch
扬	dương
槖	thác
瑌	nhuyễn
駣	đào
鯹	tinh
偶	ngẫu
吩	phân
枳	chỉ
荔	lệ
褕	du
鱽	đao
苧	ninh,trữ
址	chỉ
掘	quật
繮	cương
艋	mãnh
傔	khiểm
邸	để
翌	dực
泉	toàn,tuyền
萅	xuân
欓	đảng
檩	lẫm
鎭	trấn
郞	lang
鞫	cúc
倖	hãnh
悃	khổn
笥	tứ
辑	tập
麩	phu
蜩	điêu
剬	đoan
鍪	mâu
裗	lưu
鹙	thu
泃	cú
楓	phong
鳒	kiêm
徘	bồi
逺	viễn
槺	khang
魂	hồn
唧	tức
鷳	nhàn
睬	thải
獯	huân
棂	linh
侼	bột
侲	chấn
嵝	lũ
駏	cự
烏	ô
謋	hoạch
黍	thử
河	hà
麥	mạch
潜	tiềm
杯	bôi
麆	sự
酟	thiêm
驡	long
癡	si
顤	nghiêu
顿	đốn
裻	đốc
屜	thế
臛	hoắc
痵	qúy
匏	bào,biều
櫓	lỗ
筠	quân
普	phổ
珂	kha
梣	sầm
箔	bạc
齵	ngu
嘦	khiếu
述	thuật
俏	tiêu,tiếu
婭	á
贼	tặc
恀	thị
攸	du
𦒨	lạo
簪	trâm
瀖	hoắc
夺	đoạt
閑	nhàn
躜	toàn
沪	hỗ
挞	thát
獒	ngao
煚	quýnh
艵	phanh
韣	độc
賙	chu
旂	kỳ,kì
哦	nga
餱	hầu
埢	quyền
扌	thủ
嬙	tường
偒	dị
腠	thấu
墺	úc,áo
逮	đãi,đệ
膄	sấu
纔	tài
甙	đại
躲	đóa
镣	liêu
鰈	điệp
咙	lung
碎	toái
局	cục
渝	du
舤	hàng
泼	bát
諒	lạng,lượng
伊	y
鍦	thi
蹕	tất
綈	đề
𠀇	thả
蘑	ma
刑	hình
鸨	bảo
硶	sầm
拦	lạn,lan
鄡	kiêu
鶢	viên
鐝	quyết
罟	cổ
桹	lang
骥	ký,kí
刎	vẫn
毢	tai
斵	trác
憸	tiêm
盂	vu
喱	ly
懡	mạ
卿	khanh
肼	tỉnh
茁	truất
颓	đồi
鶆	lai
击	kích
疲	bì
宎	yểu
腛	ác
壒	ái
蝾	vinh
拎	linh
灝	hạo
憫	mẫn
賺	trám
胞	bào
送	tống
匟	kháng
媳	tức
攕	tiêm
儾	nang
璺	vấn
奮	phấn
镴	lạp
悪	ác
剁	đóa
半	bán
産	sản
妾	thiếp
櫙	ất
郵	bưu
悛	thuyên,thuân
傽	chương
瓝	bạc
斨	thương
矊	miên
缒	trúy
雜	tạp
鼞	thang
郪	thê
肹	hật
喨	lượng
榰	chi
懈	giải
揠	yển,yết
昀	quân
訿	tý
嬀	quy
趗	xúc
惦	điếm
堧	nhuyên
挠	nạo
帛	bạch
鞼	qũy
敨	đẩu,thầu
泅	tù
碉	điêu
胵	si
褋	điệp
嫏	lang
馭	ngự
朡	tông
鮦	đồng
輓	vãn
逩	bôn
醜	xú
铣	tiển
励	lệ
鋇	bối
醆	trản
恪	khác
賨	tung
惲	uẩn
寑	tẩm
彘	trệ
鲊	trá,trả
坶	mộc,mẫu
套	sáo
舌	thiệt
挪	na
峉	ngạch
叔	thúc
蟾	thiềm
汭	nhuế
寃	oan
皰	pháo
熥	thông
瞍	tẩu
鼅	tri
狗	cẩu
焙	bồi
鐗	giản
狼	lang
史	sử
寢	tẩm
掼	quán
鞶	bàn
弦	huyền
衈	nhị
詅	linh
婣	nhân
薬	dược
搀	sam
郟	giáp
紘	hoành
鴳	yến
掾	duyện
萌	manh
綾	lăng
菺	kiên
悤	thông
嫶	tiều
閡	ngại
玈	lô
錬	luyện
樝	tra
邟	kháng
纩	khoáng
畧	lược
叕	chuyết
臽	hãm
晦	hối
鋨	nga
謿	trào
歳	tuế
岩	nham
嫂	tẩu
屑	tiết
鸚	anh
豥	cai
星	tinh
鲏	bì
晔	diệp
型	hình
涿	trác
鄯	thiện
畺	cương
苤	phiết
榑	phù
樐	lỗ
蝮	phúc
侶	lữ
礼	lễ
玆	tư
豰	hốc
溷	hỗn
霏	phi
溹	sách,tác
虗	hư
屝	phỉ
掳	lỗ
蹀	điệp
駴	hãi
讳	húy
雘	hoạch
顒	ngung
搞	cảo
盄	chiêu
满	mãn
狯	quái
棃	lê
顴	quyền
盦	am
鄱	bà
臲	niết
噶	cát
穴	huyệt
翲	phiêu
蝘	yển
鰟	bàng
聩	hội
週	chu
仄	trắc
羖	cổ
锉	tỏa
楉	nhược
侑	hựu
鶯	oanh
颚	ngạc
臓	tạng
疕	phỉ
氟	phất
藾	lại
鑞	lạp
阮	nguyễn
蚼	câu
癤	tiết
髠	khôn
鷋	đồ
裈	côn
栳	lão
謱	lâu
擢	trạc
蚛	trọng
鱨	thường
淦	cam
攆	niện
詫	sá
蒍	vị
蕷	dự
院	viện
狘	huyết
粜	thiếu
灦	hiển
嬡	ái
眚	sảnh
驓	tặng
皂	tạo
檊	cán
勘	khám
豇	giang
測	trắc
證	chứng
勲	huân
躟	nhương
郾	yển
佹	qủy
杇	ô
繙	phiên
墫	tôn
闾	lư
芷	chỉ
腖	đống
